高中 生物 分子与细胞 组成细胞的化学元素 组成细胞的化合物,菠菜从土壤中吸收的氮元素可以用来合成（）A.淀粉和纤维素B.葡萄糖和DNAC.核酸和蛋白质D.麦芽糖和脂肪酸
高中 生物 生物技术实践 生物技术在其他方面的应用 避孕的原理和方法 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较 培养基与无菌技术,如图为实验动物（羊）的生殖实验示意图．若动物个体Ⅱ为多莉羊，则动物个体Ⅱ的性状与下列哪种细胞所属的个体性状一致？（）AaBbCcDd
高中 历史 现代史 文艺的春天,下表列举了中国古代某些思想流派的一些特征，据此推断该流派是（）◎产生于春秋战国时期，在中国长期存在，对中国思想发展影响深远◎其思想主张既利于个人修养，也可用作治国思想◎在中国古代政治史上有过既短暂的辉煌◎有些观点与自由主义不谋而合A.儒家B.道家C.墨家D.法家
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列是关于几类生物的特点的叙述，正确的是()A.细菌和水绵在结构上有统一性，具体体现在它们都有细胞壁、细胞膜、核糖体及相同类型的遗传物质等B.硝化细菌与变形虫结构上的根本区别是前者有细胞壁，营养方式为自养型；后者无细胞壁，营养方式为异养型C.颤藻与发菜的共同点是都能进行光合作用，但颤藻含光合色素，发菜细胞中含叶绿体D.一个动物体的不同细胞的形态和功能有多样性，本质上是由于不同细胞的遗传物质是不同的
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的自由组合规律的实质及应用,现有AaBb和Aabb二种基因型的豌豆个体，假设这两种基因型个体的数量和它们的生殖能力均相同，在自然状态下，子一代中能稳定遗传的个体所占比例是（）A.B.C.D.
高中 地理 宇宙中的地球 太阳对地球的影响,下列哪些现象属于太阳活动对地球的影响（）①地面无线电短波通讯的短暂中断；②地球两极地区出现的极昼、极夜现象；③大气中的二氧化碳含量增多，全球变暖；④磁针剧烈颤动，不能正确指示方向．A②④B①④C①②D②③
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的分离规律的实质及应用,孟德尔的遗传规律不能适用哪些生物（）①酵母菌②硝化细菌③天花病毒④蓝藻⑤食用菌A①②③B②③⑤C②③④D①②④
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度,柏杨在《中国人史纲》中说：“这是一个空前广袤的帝国……面积大约三百万平方公里……嬴政大帝……摆脱周王朝最洋洋得意的……制度……这是一个划时代的突破和最骇人听闻的政治结构，没有封国封爵，没有公侯伯子男。”其中“周王朝最洋洋得意的……制度”和“划时代的突破”分别指（）A.分封制、郡县制B.宗法制、郡县制C.分封制、行省制D.郡县制、行省制
高中 地理 人口与城市 人口迁移与人口流动,符合图中所示人口流动趋势的国家和地区是（）A20世纪60年代的中国B20世纪80年代的美国C20世纪90年代的欧洲D20世纪90年代的中国
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,读下图，能准确、直接反映图中所示国家行政管理制度特点的是（）A.一州监察区内，郡、国交错设置B.郡国间相互监视，维护中央集权C.汲取秦灭亡的教训，册封诸侯国D.国小于郡，便于中央政府的控制
高中 生物 稳态与环境 内环境的稳态,下列关于内环境及其稳态的叙述，正确的是（）A.人体代谢中的生物化学反应主要发生在细胞内B.血浆中的蛋白质含量较少，淋巴中的蛋白质含量较多C.内环境稳态的实质是内环境的渗透压、温度和pH保持不变D.小肠绒毛上皮细胞生活的内环境为组织液和消化液
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的自由组合规律的实质及应用,下列杂交组合中，子代基因型种类和表现型种类数相同的一组是（）AaaBb×AABBBaabb×aaBbCaaBb×AABbDAaBB×aaBb
高中 地理 生产活动与地域联系 工业区位因素,阅读图文材料，完成下列要求。中国与委内瑞拉自1974年建交以来，双边经贸稳步发展，目前中国是委内瑞拉第二大贸易伙伴。委内瑞拉石油资源丰富，年开采量居世界第五，但主要都是重质油，密度大，很难精炼。近年来，多家中资油气企业在委内瑞拉投资，并换回石油，委内瑞拉成为了中国重要油气来源地。下表为2012年委内瑞拉油气资源量。2012年委内瑞拉油气资源量：1.说明委内瑞拉吸引中国油气企业投资的优势条件。2.从运输与安全两方面，分析中资油气企业在委内瑞拉投资可能面临的主要问题。3.实施本地化是提升企业发展的重大战略举措，请你为中国油企在委内瑞拉本地化提出两条具体措施。
高中 地理 生产活动与地域联系 农业区位因素,以下不属于长江三角洲农业生产特点的是（）A粮食作物以水稻为主B河湖面积广，水产业发达C经济作物有油菜、棉花D耕作制度为一年一熟
高中 地理 人口与城市 人口增长与人口问题,阅读图表材料，完成下列要求。下表为2000年第五次人口普查和2010年第六次人口普查中国大陆人口数据表。1.2000-2010年我国人口自然增长率进一步（上升或下降），人口增长模式已转变为模式；从表中数据还可以看出我国人口总体素质在。2.指出2010年第六次人口普查反映出来的人口问题。3.根据此表，试提出提高我国环境人口容量的措施。
高中 历史 近代史 清末民主革命风潮,清朝的省级最高行政长官是总督和巡抚，督抚多由满族贵族担任；而从1860年到1864年，汉族官僚曾国藩组建的湘军集团中先后有21位将领担任督抚。这一变化反映出（）A.清政府利用湘军来开展洋务运动B.太平天国运动影响清朝军政局面C.汉族官僚开始掌握中央政权D.清朝满汉矛盾最终得到解决
高中 历史 近代史 清末民主革命风潮,朱维铮在《重读中国近代史》中有这样的叙述：“（缔造者们）言辞的崇高与行为的凶暴，平等的许诺与特权的森严，恰成对比，越来越使渴望解脱重重压迫的贫民失望。”作者评价的是（）A.太平天国运动B.义和团运动C.辛亥革命D.国民大革命
高中 生物 稳态与环境 神经调节和体液调节的比较,"如图为神经纤维受刺激后所测得的膜电位变化，A,B,C,D为四种测量方式，其中能测出这种膜电位变化的是（）ABCD"
高中 生物 遗传与进化 不完全显性 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法,下列关于高胆固醇血症的叙述，正确的是()A.该病在遗传时不遵循基因分离规律B.只有遗传病患者及其家属需要遗传咨询C.在人群中，男性患者与女性患者数量基本相同D.该病的发病率在中老年群体中随年龄增加快速上升
高中 生物 分子与细胞 蛋白质的合成 组成细胞的化学元素 组成细胞的化合物,对生物组织中还原糖、脂肪和蛋白质进行鉴定的实验中，正确的方法与结果是()A.大豆组织样液(2mL)+斐林试剂甲液(2mL)+斐林试剂乙液(2mL)溶液呈紫色（）B.苹果组织样液(2mL)+双缩脲试剂A液(2mL)+双缩脲试剂B液(2mL)溶液呈橘黄色C.花生子叶+苏丹Ⅲ染液(2mL)脂肪颗粒呈红色D.苹果组织样液(2mL)+(斐林试剂甲液+斐林试剂乙液)(1mL)溶液中有砖红色沉淀
高中 生物 稳态与环境 人体的体温调节 人体水盐平衡调节 血糖平衡的调节,下列各项生理活动的调节，其神经调节中枢都位于下丘脑的是：（）A.排尿反射、膝跳反射B.体温调节、膝跳反射C.排尿反射、血糖调节D.水盐调节、体温调节
高中 地理 宇宙中的地球 太阳对地球的影响,"关于太阳辐射对地球的影响的叙述,正确的是()①维持地表温度的主要热源②太阳辐射能是促进地球上的水、大气、地壳、生物活动的主要动力③太阳辐射能是目前人类日常生活和生产所用的能源④煤、石油等能源在形成过程中固定了大量的太阳辐射能A①②③B②③④C①③④D①②④"
高中 生物 稳态与环境 激素调节,在植物的生长发育过程中，激素起着重要作用．与植物顶端优势密切相关的激素是（）A.生长素B.细胞分裂素C.脱落酸D.乙烯
高中 生物 稳态与环境 内环境的稳态,人体内环境中所含物质的种类繁多，下列不属于人体内环境中的物质是（）A.营养物质类，包括水、无机盐、氨基酸、葡萄糖等B.信号分子类，包括激素、神经递质、组织胺、抗体等C.代谢产物类，如二氧化碳、尿素、尿酸等D.大分子蛋白质类，如呼吸氧化酶、唾液淀粉酶、胃蛋白酶等
高中 历史 古代史 海峡两岸关系的发展 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度,某一同学在研究性学习过程中搜集了如下一组图片，据此判断他的研究主题是（）A.中国古代皇权至上B.立宪君主地位尊贵C.平民领袖平实民主D.中外建筑政治文化
高中 生物 稳态与环境 内环境的稳态,下列各项中，能看作是进入内环境的是（）A.精子进入输卵管与卵细胞完成受精B.牛奶喝进胃中C.注射胰岛素D.血液中的氧进入组织细胞
高中 生物 稳态与环境 人体免疫系统在维持稳态中的作用 免疫系统的功能 体液免疫的概念和过程 免疫系统的组成 内环境的稳态,如图表示免疫系统调节的部分示意图．①②③表示参与免疫调节的几个细胞．据图回答下列问题．1.①是细胞，②是细胞，两者间可以通过细胞直接接触而传递信息．2.②细胞活性下降，引起机体生成抗体的能力降低，其主要原因是分泌量减少，淋巴细胞的增殖分化不足．3.①②③中能特异性识别抗原的有．4.侵入人体的细菌是一种发热激活物，通过一系列反应引起人体发热并可能出现局部红肿现象，红肿是（填一种体液名称）增多的结果．③细胞分泌的物质化学本质是．5.若细菌导致人体发热，此时位于的体温调节中枢会进行调节，加速散热，此时患者会发冷，冷觉的产生部位是．
高中 生物 分子与细胞 生命活动离不开细胞,二次世界大战后，在日本广岛生活的人癌变发病率很高，原因是受什么因素的作用（）A.物理致癌因子B.化学致癌因子C.病毒致癌因子D.煤焦油
高中 生物 分子与细胞 生命活动离不开细胞,图1、图2分别表示某种生物细胞有丝分裂过程中某一时期的模式图，图3表示有丝分裂中不同时期每条染色体上DNA分子数的变化，图4表示有丝分裂中不同时期染色体DNA的数量关系．下列有关叙述不正确的是（）A.图1所示细胞中共有4条染色体，8个DNA分子；图2所示细胞中共有0条染色单体B.图1所示细胞处于图3中BC段；完成图3中CD段变化的细胞分裂时期是后期C.有丝分裂过程中不会出现如图4中d所示的情况D.图4中a可对应图3中的BC段；图4中C不符合题意应图3中的AB段
高中 生物 稳态与环境 人体免疫系统在维持稳态中的作用 免疫系统的功能 体液免疫的概念和过程 免疫系统的组成 内环境的稳态,PM2.5是指大气中直径小于或等于2.5μm的颗粒物，富含大量的有毒、有害物质，易通过肺部进入血液．目前PM2.5已成为空气污染指数的重要指标．下列有关PM2.5的推测不合理的是（）A.PM2.5进入人体的肺泡中时还没有进入人体的内环境B.PM2.5可能成为过敏原，其诱发的过敏反应属于免疫异常C.颗粒物中的一些酸性物质进入人体血液一定会导致血浆呈酸性D.颗粒物进入呼吸道引起咳嗽属于非条件反射，其中枢不在大脑皮层
高中 地理 宇宙中的地球 地球运动的地理意义,地球上南北半球自东向西流的河流，在地转偏向力的作用下，河流两岸受侵蚀较大的是（）A都在北岸B都在南岸C靠近低纬的河岸D靠近高纬的河岸
高中 生物 生物科学与社会 不完全显性 避孕的原理和方法 拉马克的进化学说 人工授精、试管婴儿等生殖技术 生物性污染,下列有关叙述，正确的是（）A通过遗传咨询和产前诊断等手段，对遗传病进行监测和预防，在一定程度上能够有效地预防遗传病的产生和发展B杂交育种是利用基因重组的原理，获得新物种的方法C诱变育种是利用物理、化学、病毒因素来处理生物，使生物发生基因突变D转基因食品的构成与非转基因食品一样都是由蛋白质，糖类等组成，所以任何转基因食品都是绝对安全的
高中 地理 宇宙中的地球 地球运动的地理意义,地球上同经度的各地（）A地方时相同B自转线速度相同C正午太阳高度相同D沿地表作水平运动物体的偏移方向相同
高中 地理 人口与城市 人口增长与人口问题,下列与人类社会生产力逐步提高相适应的人口增长模式，正确顺序是（）A原始型、传统型、现代型B传统型、原始型、现代型C原始型、现代型、传统型D传统型、现代型、原始型
高中 生物 生物科学与社会 不完全显性 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法,近亲结婚会增加后代遗传病的发病率，主要原因在于（）A.近亲结婚容易使后代产生新的致病基因B.近亲结婚的双方携带的致病基因较其他人多C.部分遗传病由显性致病基因所控制D.部分遗传病由隐性致病基因所控制
高中 生物 生物技术实践 生物技术在其他方面的应用 复等位基因 基因工程的概念 基因工程的原理及技术,如图为DNA分子在不同酶的作用下所发生的变化，图中依次表示限制性内切酶，DNA聚合酶，DNA连接酶，解旋酶作用的正确顺序是（）A①②③④B①②④③C①④②③D①④③②
高中 地理 人口与城市 人口增长与人口问题,发达国家目前已进入人口加速增长阶段。
高中 生物 稳态与环境 内环境的稳态,下列关于人体内环境的叙述，正确的是（）A.在剧烈运动时血浆pH显著下降B.内环境包括血液、组织液和淋巴C.血红蛋白是内环境的组成成分D.内环境稳态是细胞正常生存所必需的
高中 生物 生物科学与社会 不完全显性 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法,如图是关于甲、乙两种遗传病的家系图，均由一对等位基因控制．已知乙病在男性和女性中的发病率有差异，则下列叙述中正确的是（）AⅡ4个体携带乙病的致病基因BⅠ2与Ⅱ2的基因型一定不同C若Ⅱ1与Ⅱ2再生育，最好生男孩D若Ⅱ11与Ⅱ3婚配，生患病小孩的概率为
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求,2009年是中华人民共和国成立60周年，为了激发同学们的爱国之情、强国之心，某校开展了以“迎国庆·话发展”为主题的系列教育活动。该校高三（1）班同学通过访谈、网络、观察、查阅报刊等方式获取到以下材料，请你参与其中。材料一1949年至2008年，我国GDP与人均GDP情况。材料二1949年至2008年，我国城镇居民年人均可支配收入从不足100元增加到1578l元，农民年人均纯收入从不足50元增加到4761元，城镇和农村居民家庭恩格尔系数由80％和90％分别下降到37．9％和43．7％；建国初期，中国基本上是个农业国，到2008年，第一产业由1952年的5l％下降为11．3％，第二产业由20．8％上升为48．6％，第三产业则由28．2％上升至40．1％（注：2008年美国、日本等发达国家的三大产业比重：第一产业1．8%左右，第二产业22%左右，第三产业76%左右）。（1）请描述上述材料所反映的经济信息。___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________（2）并根据这些信息提出如何促进我国经济又好又快发展。___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
高中 生物 生物技术实践 生物技术在其他方面的应用 复等位基因 基因工程的概念 基因工程的原理及技术,科学家将含人体α﹣抗胰蛋白酶基因的表达载体注射到羊的受精卵中，该受精卵发育的雌羊乳汁中含有α﹣抗胰蛋白酶．下列有关转基因羊细胞的叙述，不正确的是（）A乳腺细胞的高尔基体参与α﹣抗胰蛋白酶的分泌B胚胎干细胞内α﹣抗胰蛋白酶基因能进行复制C卵细胞中都含有α﹣抗胰蛋白酶基因D浆细胞内不表达α﹣抗胰蛋白酶基因
高中 生物 生物科学与社会 避孕的原理和方法 拉马克的进化学说 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的自由组合规律的实质及应用,科学家发现多数抗旱性农作物能通过细胞代谢，产生一种代谢产物，调节根部细胞液的渗透压，此代谢产物在叶肉细胞和茎部细胞中却很难找到．请回答下列问题：1.这种代谢产物在茎部和叶肉细胞中很难找到，而在根部细胞中却能找到，究其根本原因是．2.现有某抗旱农作物，体细胞内有一个抗旱基因（R），其等位基因为r（旱敏基因）．研究发现R、r的部分核苷酸序列如下：抗旱基因（R）：CAAG旱敏基因（r）：CATG．据此分析，抗旱基因突变为旱敏基因的根本原因是．3.己知抗旱性（R）对旱敏性（r）为显性，多颗粒（D）对少颗粒（d）为显性，两对等位基因分别位于两对同源常染色体上．纯合的旱敏性多颗粒植株与纯合的抗旱性少颗粒植株杂交，F1自交，F2抗旱性多颗粒植株中双杂合子占的比例是．若拔除F2中所有的旱敏性植株后，剩余植株随机交配，F3中旱敏性植株的比例是．4.请利用抗旱性少颗粒（Rrdd）和旱敏性多颗粒（rrDd）两植物品种作试验材料，设计一个快速育种方案，使后代个体全部都是抗旱性多颗粒杂交种（RrDd），用文字简要说明第一步：；第二步：．
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染,为了研究鹦鹉和白耳画眉的唱歌行为，某校生物兴趣小组的同学，做了如下实验：从鹦鹉及白耳画眉的巢中将蛋拿走，然后放入孵化箱中孵化，并且亲自养育孵化后的小鸟．鹦鹉及白耳画眉的幼鸟，在同一环境下一起饲养．当幼鸟长大后，同学们仔细听鹦鹉及白耳画眉的成长过程录音带，结果发现两种鸟的雄鸟都会唱歌，白耳画眉唱的我们所熟知的白耳画眉歌，而鹦鹉除了能唱鸟爸爸爱唱的歌外，甚至还能唱周杰伦的歌．根据本实验的过程与结果，下列推断最合理的是（）A鹦鹉与白耳画眉的唱歌行为类似，与后天饲养环境关系很大B鹦鹉的唱歌行为表明，后天的饲养环境比遗传物质对其唱歌行为的影响更大C被选做实验对象的鸟数量太少，导致实验误差较大，多次实验可能也会出现能唱周杰伦歌曲的白耳画眉D若将该鹦鹉的后代人工饲养在安静的环境中，应该还能唱周杰伦的歌
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的分离规律的实质及应用,以两株高茎豌豆为亲本进行杂交，F1中高茎和矮茎的数量比例如图所示，则F1高茎豌豆中纯合子的比例为（）A1BCD
高中 生物 生物科学与社会 避孕的原理和方法 伴性遗传 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染,下列有关性别决定和伴性遗传的叙述中，正确的有（）A有些生物没有X、Y染色体B若X染色体上有雄配子致死基因b，就不会产生XbY的个体C伴性遗传都表现交叉遗传的特点DX、Y染色体只存在于生殖细胞中
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染,在孟德尔利用豌豆进行两对相对性状的杂交试验中，可能具有1：1：1：1比例关系的是（）①杂种自交后代的表现型比例②杂种产生配子种类的比例③杂种测交后代的表现型比例④杂种自交后代的基因型比例⑤杂种测交后代的基因型比例A.①③⑤B.②④⑤C.②③⑤D.①②④
高中 生物 生物技术实践 生物技术在其他方面的应用 复等位基因 基因工程的概念 基因工程的原理及技术,在培育转基因烟草过程中，下列操作错误的是（）A.用限制性核酸内切酶切割烟草花叶病毒的核酸B.用DNA连接酶连接经切割的抗除草剂基因和运载体C.将重组DNA分子导入烟草细胞D.用含除草剂的培养基筛选转基因烟草细胞
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求,材料一：2011年我国CPI走势图注：CPI即居民消费价格指数，通常为观察通货膨胀的重要指标，国际上通常把3%作为通胀警戒线。材料二：材料三：2011年国务院常务会议确定：各地区要尽快建立社会救助和保障标准与物价上涨挂钩的联动机制，逐步提高基本养老金、失业保险金和最低工资标准。11月以来，山东、江苏、浙江等省份已先期试点建立低保、最低工资、基本养老金与物价水平相关联动的动态调整机制。中国劳动学会副会长苏海南介绍，各地在制定、调整最低工资标准和社会保障标准时已经考虑了物价增长对市民生活造成的影响，但调整周期一般比较固定。以最低工资标准为例，国家规定最低工资标准每两年至少调整一次，尚未全面建立一种随物价大幅上涨即及时调整的机制。材料四：省社科院调研中心主任、研究员杨建华认为，浙江社会发展面临五大突出问题。其中之一是物价持续高位，对浙江城乡居民生活产生巨大压力。物价上涨对居民生活的影响从低收入群体向工薪阶层蔓延，从而不利于企业发展，同时也抑制居民消费需求。高通胀预期使得居民在保证食品等必要生活必需品支出的同时，减少了其他服务性消费。2012年浙江省在构建幸福城市的道路上仍任重道远。（1）解读材料一、二反映的经济信息。___________________________________________________________________________________________（2）结合材料一、二，运用经济生活知识，说明材料三中建立联动机制的依据。___________________________________________________________________________________________（3）根据材料四，运用《政治生活》中有关政府的知识，分析浙江省政府应如何进一步提高公民的幸福感？___________________________________________________________________________________________
高中 生物 遗传与进化 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的分离规律的实质及应用,在孟德尔进行的一对相对性状的实验中，不具有1:1比例的是（）A.杂种产生配子类型的比例B.杂种测交后代的性状分离比C.杂种自交后代的基因型比例D.杂种测交后代的基因型比例
高中 生物 稳态与环境 群落的结构,在某池塘中，第一次捕获鲫鱼106条，做上标记后放回，第二次捕获鲫鱼91条，其中有标记的25条．由此可以估算出该池塘中鲫鱼的密度．后来发现这次估算的结果与实际结果误差较大，分析其原因不正确的是（）A捕鱼用的渔网网眼太大B被标记的鱼放回后有一小部分死亡C两次捕获的鲫鱼数量较小D重捕方法不当使捕获的鱼部分死亡
高中 生物 稳态与环境 激素调节,如图表示用胚芽鞘中段和含生长素的琼脂小块（黑色方框）做的一组实验，过一段时间后，原先不含生长素的琼脂小块可以测到含有生长素的是（）A琼脂块A和BB琼脂块B和CC琼脂块C和DD琼脂块B和D
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的自由组合规律的实质及应用,大鼠的毛色由独立遗传的两对等位基因控制．用黄色大鼠与黑色大鼠进行杂交实验，结果如图．据图判断，下列叙述正确的是（）A黄色为显性性状，黑色为隐性性状BF1与黄色亲本杂交，后代有两种表现型CF1和F2中灰色大鼠均为杂合体DF2黑色大鼠与米色大鼠杂交，其后代中出现米色大鼠的概率为
高中 地理 宇宙中的地球 地球运动的地理意义,广东从化北回归线标志塔位于北纬23°26′28″，东经113°28′56″。塔顶是一个直径1.2m的空心铜球，在每年某一特定时刻，游客昂首于塔底四门中央，便可从塔心及铜球中的垂直圆柱空洞窥见太阳。据此完成下列各题。1.游客要想从塔心窥见太阳，应选择的时间为（）A.从化的地方时9月23日12时00分B.从化的地方时6月22日12时26分C.北京的地方时6月22日12时00分D.北京时间6月22日12时26分2.游客从塔心窥见到的太阳光线（）A.属于长波辐射B.到达地面的强弱受天气影响大C.光线来自太阳的色球层D.是地球上所有能源的根本能量来源
高中 生物 生物科学与社会 人工授精、试管婴儿等生殖技术 减数分裂与有丝分裂的比较 生物性污染 避孕的原理和方法,下列有关精子和卵细胞形成的说法正确的是（）A二者形成过程中都出现联会、四分体、同源染色体分离、非同源染色体自由组合现象B二者形成过程中都有染色体的复制和均分，二者所含遗传物质均是正常体细胞的一半C精子和卵细胞形成过程中不同的地方是精子需变形，卵细胞不需要变形，其余完全相同D形成100个受精卵，至少需要100个精原细胞和100个卵原细胞
高中 生物 稳态与环境 内环境的稳态,下列各项中，能看作是进入内环境的是（）A.精子进入输卵管与卵细胞完成受精B.牛奶喝进胃中C.注射胰岛素D.血液中的氧进入组织细胞
高中 生物 生物科学与社会 避孕的原理和方法 减数分裂的概念 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,下列有关减数分裂和受精作用的叙述正确的是（）A玉米（2n=20）经过减数分裂产生的卵细胞中有5对染色体B某男性体内的一个精原细胞经减数分裂产生的精子染色体组成有223种C未受精时，卵细胞的细胞呼吸和物质合成比较缓慢D受精卵中的遗传物质一半来自父方，一半来自母方
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求,基尼系数是国际上衡量收入分配均等程度的重要指标，基尼系数越大表明收入分配差距越大。有关统计显示2010年中国各省区贫富差距指数广东0.652、北京0.613、上海0.574、浙江0.545、安徽0.422、这表明[]①改革开放以来我国居民的实际收入都有增长②我国在再分配领域中要更加注重公平③构建社会主义和谐社会必须理顺分配关系，规范分配秩序④我国要坚持再分配主要由市场形成的原则A①②B②③C①③D②④
高中 生物 生物科学与社会 避孕的原理和方法 减数分裂的概念 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,如图所示细胞均来自同一生物体，有关叙述错误的是（）A细胞⑤中的染色体数是①或②的四倍B细胞②可通过④→⑤→④→③→②的过程来形成C图①和图②不可能来自于同一个初级精母细胞D图③④⑤⑥中都具有来自父方或母方的染色体
高中 地理 宇宙中的地球 地球所处的宇宙环境,如图用圆的大小表示天体系统层次由高到低，与图示对应的天体系统是（）A河外星系、银河系、太阳系B总星系、河外星系、地月系C河外星系、太阳系、地月系D银河系、太阳系、地月系
高中 生物 生物科学与社会 人工授精、试管婴儿等生殖技术 减数分裂与有丝分裂的比较 生物性污染 避孕的原理和方法,下列由精子和卵细胞结合成受精卵的过程中，正确的是（）①受精卵中的遗传物质主要来自于染色体；②受精卵中的细胞质主要来自卵细胞；③受精时精子全部进入卵细胞内；④精子和卵细胞的染色体合在一起成为4N条；⑤受精卵中的染色体一半来自父方，一半来自母方．A①②⑤B③④⑤C①③④D②③④
高中 生物 现代生物技术专题 生物技术在其他方面的应用 复等位基因 基因工程的概念 基因工程的原理及技术,科学家将含有人体α﹣抗胰蛋白酶基因的表达载体注射到羊的受精卵中，该受精卵发育的雌羊乳汁中含有α﹣抗胰蛋白酶．上述过程一般不会发生（）Aα﹣抗胰蛋白酶基因与载体间基因重组Bα﹣抗胰蛋白酶基因在乳腺细胞中大量扩增CRNA聚合酶识别乳腺特异表达基因的启动子D乳腺细胞的高尔基体分泌α﹣抗胰蛋白酶
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列关于原核细胞的叙述，正确的是（）A.原核细胞没有叶绿体B.原核细胞没有核糖体C.原核细胞不能进行细胞分裂D.原核细胞不能进行细胞呼吸
